# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/C.albicans_SC5314/predict_misc/busco.evm.proteins.fa -o c.albicans_sc5314_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m proteins -c 28 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
EOG0926004Z	Missing
EOG09260075	Missing
EOG09261V87	Complete	evm.model.scaffold_1.154	330.6	326
EOG09261V9P	Complete	evm.model.scaffold_2.23	618.9	424
EOG09261VD2	Complete	evm.model.scaffold_2.111	799.7	437
EOG09261VI3	Complete	evm.model.scaffold_4.89	976.6	462
EOG09261VUC	Missing
EOG09261W1K	Complete	evm.model.scaffold_3.70	129.4	280
EOG09261W2O	Complete	evm.model.scaffold_1.76	551.6	398
EOG09261W3X	Complete	evm.model.scaffold_1.255	757.4	419
EOG09261W90	Complete	evm.model.scaffold_6.69	508.5	335
EOG09261WJ8	Complete	evm.model.scaffold_6.57	227.8	293
EOG09261WVT	Complete	evm.model.scaffold_3.44	496.1	381
EOG09261X9E	Missing
EOG09261XAF	Complete	evm.model.scaffold_5.32	327.6	281
EOG09261XGL	Complete	evm.model.scaffold_4.52	405.5	326
EOG09261XNJ	Complete	evm.model.scaffold_5.44	847.8	483
EOG09261XNU	Missing
EOG09261XZ6	Complete	evm.model.scaffold_2.123	522.8	416
EOG09261Y04	Complete	evm.model.scaffold_8.9	711.6	366
EOG09261YGB	Complete	evm.model.scaffold_1.107	336.8	415
EOG09261YLQ	Complete	evm.model.scaffold_5.73	447.9	275
EOG09261YRA	Complete	evm.model.scaffold_7.3	329.2	386
EOG09261YV6	Complete	evm.model.scaffold_6.37	816.5	490
EOG09261ZFN	Complete	evm.model.scaffold_7.42	549.7	391
EOG09261ZI1	Complete	evm.model.scaffold_6.95	421.1	322
EOG09261ZJR	Complete	evm.model.scaffold_8.50	557.0	549
EOG09261ZPW	Complete	evm.model.scaffold_3.46	540.5	387
EOG09261ZXZ	Missing
EOG092620CR	Complete	evm.model.scaffold_1.129	427.6	402
EOG092620E4	Complete	evm.model.scaffold_4.120	757.4	427
EOG092620EL	Complete	evm.model.scaffold_6.75	718.2	420
EOG092620FM	Complete	evm.model.scaffold_6.45	196.1	242
EOG092620IA	Missing
EOG092620U5	Complete	evm.model.scaffold_4.53	245.3	259
EOG092620V3	Complete	evm.model.scaffold_4.46	141.6	158
EOG0926213Q	Complete	evm.model.scaffold_1.79	309.9	275
EOG0926213Z	Complete	evm.model.scaffold_3.167	446.9	441
EOG092621CK	Complete	evm.model.scaffold_5.111	286.7	220
EOG092621CP	Missing
EOG092621F2	Complete	evm.model.scaffold_6.38	346.6	400
EOG092621GA	Complete	evm.model.scaffold_2.186	345.5	377
EOG092621GY	Complete	evm.model.scaffold_1.180	306.0	372
EOG092621S9	Complete	evm.model.scaffold_8.62	752.1	426
EOG092621X3	Complete	evm.model.scaffold_3.36	398.9	534
EOG092621YU	Complete	evm.model.scaffold_1.252	523.0	413
EOG092621ZV	Complete	evm.model.scaffold_3.65	302.4	289
EOG0926229Z	Complete	evm.model.scaffold_1.202	324.3	312
EOG09262341	Missing
EOG0926235L	Complete	evm.model.scaffold_1.248	553.6	421
EOG09262387	Missing
EOG092623WR	Complete	evm.model.scaffold_8.21	391.9	323
EOG0926248P	Complete	evm.model.scaffold_1.36	429.7	709
EOG0926248W	Complete	evm.model.scaffold_3.69	1226.6	1332
EOG092624JL	Missing
EOG092624KK	Complete	evm.model.scaffold_1.232	611.1	350
EOG092624RX	Missing
EOG092624SJ	Complete	evm.model.scaffold_2.128	436.4	328
EOG092624UF	Complete	evm.model.scaffold_5.78	537.2	390
EOG092624X0	Complete	evm.model.scaffold_2.166	376.8	369
EOG09262516	Complete	evm.model.scaffold_5.113	834.0	476
EOG0926251E	Complete	evm.model.scaffold_3.145	691.3	477
EOG09262528	Complete	evm.model.scaffold_8.47	446.8	324
EOG092625AX	Complete	evm.model.scaffold_1.134	194.5	212
EOG092625OH	Complete	evm.model.scaffold_3.22	310.5	319
EOG092625P1	Complete	evm.model.scaffold_1.198	521.7	352
EOG092625U6	Complete	evm.model.scaffold_7.38	170.3	236
EOG09262645	Complete	evm.model.scaffold_8.24	395.6	337
EOG092626EQ	Complete	evm.model.scaffold_3.183	334.8	268
EOG092626HU	Missing
EOG09262739	Complete	evm.model.scaffold_1.268	584.1	365
EOG0926273Q	Complete	evm.model.scaffold_1.206	736.3	374
EOG092627F1	Complete	evm.model.scaffold_8.43	531.3	340
EOG092627XA	Complete	evm.model.scaffold_1.266	360.3	363
EOG092628A0	Complete	evm.model.scaffold_4.80	291.8	350
EOG092628FW	Missing
EOG092628HC	Complete	evm.model.scaffold_8.74	240.0	183
EOG092628LW	Complete	evm.model.scaffold_4.87	233.8	383
EOG092628SP	Complete	evm.model.scaffold_3.150	224.8	232
EOG09262914	Complete	evm.model.scaffold_5.23	509.3	297
EOG092629FB	Complete	evm.model.scaffold_3.86	467.8	369
EOG092629RT	Missing
EOG092629U5	Complete	evm.model.scaffold_4.39	175.7	155
EOG092629WA	Complete	evm.model.scaffold_6.13	247.7	276
EOG092629WJ	Complete	evm.model.scaffold_8.73	411.3	492
EOG092629ZN	Complete	evm.model.scaffold_1.194	294.2	338
EOG09262A65	Complete	evm.model.scaffold_6.10	394.4	297
EOG09262A6N	Complete	evm.model.scaffold_1.239	352.1	278
EOG09262A8G	Complete	evm.model.scaffold_2.15	590.3	348
EOG09262B1U	Complete	evm.model.scaffold_3.125	353.6	287
EOG09262BCZ	Complete	evm.model.scaffold_3.191	451.6	431
EOG09262BHE	Complete	evm.model.scaffold_3.146	459.2	277
EOG09262BVA	Complete	evm.model.scaffold_3.19	313.5	350
EOG09262C5Z	Complete	evm.model.scaffold_1.186	314.4	282
EOG09262CA4	Complete	evm.model.scaffold_2.121	614.7	400
EOG09262CBI	Complete	evm.model.scaffold_5.28	611.8	372
EOG09262CDO	Complete	evm.model.scaffold_3.102	725.6	375
EOG09262CMP	Complete	evm.model.scaffold_1.83	557.4	411
EOG09262CO6	Complete	evm.model.scaffold_1.226	746.2	389
EOG09262CUO	Complete	evm.model.scaffold_4.59	417.5	264
EOG09262CXO	Missing
EOG09262D0D	Complete	evm.model.scaffold_1.49	364.4	514
EOG09262D4G	Complete	evm.model.scaffold_2.5	127.1	163
EOG09262DC1	Complete	evm.model.scaffold_1.238	593.8	428
EOG09262DKA	Complete	evm.model.scaffold_3.61	418.2	320
EOG09262DPL	Complete	evm.model.scaffold_1.188	218.2	271
EOG09262DUV	Complete	evm.model.scaffold_2.137	563.5	318
EOG09262E3Q	Missing
EOG09262E4Q	Complete	evm.model.scaffold_5.3	706.4	385
EOG09262E4T	Complete	evm.model.scaffold_5.64	157.6	236
EOG09262E7I	Complete	evm.model.scaffold_7.12	639.0	417
EOG09262E7W	Complete	evm.model.scaffold_2.86	216.2	219
EOG09262E98	Complete	evm.model.scaffold_5.2	939.0	601
EOG09262ESR	Complete	evm.model.scaffold_4.3	476.2	340
EOG09262F22	Complete	evm.model.scaffold_7.14	677.7	380
EOG09262F7P	Complete	evm.model.scaffold_5.30	324.9	282
EOG09262FE3	Complete	evm.model.scaffold_4.13	189.0	146
EOG09262FJB	Complete	evm.model.scaffold_5.41	191.6	268
EOG09262FW1	Complete	evm.model.scaffold_8.6	355.5	255
EOG09262G8Y	Complete	evm.model.scaffold_1.257	267.9	324
EOG09262GLP	Complete	evm.model.scaffold_1.97	202.5	299
EOG09262GNE	Complete	evm.model.scaffold_4.78	345.6	303
EOG09262GVX	Complete	evm.model.scaffold_8.33	553.3	446
EOG09262GWQ	Complete	evm.model.scaffold_3.105	372.2	269
EOG09262GXD	Complete	evm.model.scaffold_2.122	531.2	341
EOG09262H1X	Complete	evm.model.scaffold_6.24	523.4	355
EOG09262H34	Complete	evm.model.scaffold_4.48	270.6	263
EOG09262H50	Complete	evm.model.scaffold_2.154	345.6	243
EOG09262HA6	Complete	evm.model.scaffold_3.159	558.1	359
EOG09262HKC	Complete	evm.model.scaffold_1.44	219.0	275
EOG09262HP3	Missing
EOG09262HQM	Missing
EOG09262I0R	Complete	evm.model.scaffold_5.60	358.4	312
EOG09262I5I	Complete	evm.model.scaffold_7.35	635.2	421
EOG09262ILV	Missing
EOG09262IP2	Complete	evm.model.scaffold_7.47	327.4	241
EOG09262IY3	Complete	evm.model.scaffold_3.136	192.7	267
EOG09262IZ6	Complete	evm.model.scaffold_5.22	540.1	299
EOG09262IZO	Complete	evm.model.scaffold_2.183	525.8	358
EOG09262J7K	Complete	evm.model.scaffold_1.169	262.3	282
EOG09262JAT	Complete	evm.model.scaffold_1.119	293.7	241
EOG09262JRP	Complete	evm.model.scaffold_7.19	386.6	303
EOG09262JWJ	Complete	evm.model.scaffold_1.111	524.1	319
EOG09262JZK	Complete	evm.model.scaffold_3.192	460.0	299
EOG09262JZW	Complete	evm.model.scaffold_4.111	371.8	343
EOG09262K67	Complete	evm.model.scaffold_7.54	221.6	184
EOG09262K8C	Complete	evm.model.scaffold_4.82	244.6	214
EOG09262K8L	Complete	evm.model.scaffold_5.92	277.5	254
EOG09262K9A	Complete	evm.model.scaffold_5.10	339.3	272
EOG09262KJA	Complete	evm.model.scaffold_8.80	491.0	348
EOG09262KN8	Missing
EOG09262KUJ	Complete	evm.model.scaffold_4.7	399.2	278
EOG09262KVB	Complete	evm.model.scaffold_2.143	441.7	288
EOG09262KXK	Complete	evm.model.scaffold_3.85	496.4	298
EOG09262KZ3	Complete	evm.model.scaffold_2.82	375.4	363
EOG09262L1P	Complete	evm.model.scaffold_2.35	633.2	368
EOG09262LI4	Complete	evm.model.scaffold_7.32	334.6	269
EOG09262LQT	Complete	evm.model.scaffold_3.84	248.2	337
EOG09262LYR	Missing
EOG09262M0W	Missing
EOG09262M2J	Complete	evm.model.scaffold_8.44	340.4	259
EOG09262M7B	Complete	evm.model.scaffold_6.48	374.8	282
EOG09262MEK	Complete	evm.model.scaffold_2.155	682.9	349
EOG09262MFL	Complete	evm.model.scaffold_1.121	317.0	325
EOG09262MJW	Complete	evm.model.scaffold_6.49	532.2	352
EOG09262MOO	Missing
EOG09262MXH	Complete	evm.model.scaffold_2.94	603.8	310
EOG09262N0U	Complete	evm.model.scaffold_3.15	420.7	292
EOG09262N10	Complete	evm.model.scaffold_5.118	325.8	281
EOG09262N3C	Complete	evm.model.scaffold_7.15	688.1	341
EOG09262N47	Missing
EOG09262N5O	Complete	evm.model.scaffold_2.99	738.2	586
EOG09262NB1	Complete	evm.model.scaffold_2.58	319.7	310
EOG09262NIR	Complete	evm.model.scaffold_3.5	207.6	239
EOG09262NNS	Missing
EOG09262O0R	Complete	evm.model.scaffold_6.55	244.1	303
EOG09262OJ4	Complete	evm.model.scaffold_5.105	446.9	356
EOG09262OLP	Missing
EOG09262OX9	Complete	evm.model.scaffold_5.80	467.8	331
EOG09262P1W	Complete	evm.model.scaffold_6.96	432.4	378
EOG09262PAY	Complete	evm.model.scaffold_1.85	342.0	262
EOG09262PIH	Complete	evm.model.scaffold_2.175	646.2	344
EOG09262PMC	Complete	evm.model.scaffold_3.148	631.0	858
EOG09262POL	Complete	evm.model.scaffold_4.35	197.9	423
EOG09262PPU	Missing
EOG09262PZ9	Missing
EOG09262Q6S	Complete	evm.model.scaffold_3.168	453.0	287
EOG09262Q8D	Complete	evm.model.scaffold_5.119	554.2	308
EOG09262QJW	Complete	evm.model.scaffold_1.219	715.1	354
EOG09262QL6	Missing
EOG09262QRH	Complete	evm.model.scaffold_1.215	317.9	264
EOG09262QS5	Missing
EOG09262QTY	Complete	evm.model.scaffold_4.119	263.7	228
EOG09262R8O	Complete	evm.model.scaffold_8.49	298.9	261
EOG09262SI7	Missing
EOG09262SMG	Complete	evm.model.scaffold_7.40	265.6	336
EOG09262SR7	Complete	evm.model.scaffold_2.24	260.3	258
EOG09262SWJ	Complete	evm.model.scaffold_8.13	185.2	158
EOG09262TEV	Complete	evm.model.scaffold_8.46	100.4	146
EOG09262TO9	Complete	evm.model.scaffold_2.75	590.9	366
EOG09262TUR	Complete	evm.model.scaffold_3.95	289.2	296
EOG09262U7S	Complete	evm.model.scaffold_3.73	163.1	237
EOG09262UAS	Complete	evm.model.scaffold_6.82	315.2	275
EOG09262UB3	Complete	evm.model.scaffold_7.36	314.5	309
EOG09262UTQ	Complete	evm.model.scaffold_8.69	149.9	157
EOG09262V3O	Complete	evm.model.scaffold_3.59	388.9	253
EOG09262V8E	Missing
EOG09262V9N	Complete	evm.model.scaffold_1.87	96.6	134
EOG09262VOC	Complete	evm.model.scaffold_7.16	349.5	261
EOG09262VPD	Complete	evm.model.scaffold_2.112	384.6	267
EOG09262VQQ	Complete	evm.model.scaffold_6.30	409.3	283
EOG09262VVF	Complete	evm.model.scaffold_2.185	235.9	289
EOG09262W7C	Complete	evm.model.scaffold_1.64	442.6	290
EOG09262WFG	Complete	evm.model.scaffold_1.260	229.0	231
EOG09262WHU	Complete	evm.model.scaffold_2.66	244.8	254
EOG09262WQX	Complete	evm.model.scaffold_3.142	245.5	238
EOG09262WSH	Complete	evm.model.scaffold_2.179	191.2	316
EOG09262WXK	Complete	evm.model.scaffold_5.40	192.9	240
EOG09262X01	Complete	evm.model.scaffold_4.114	159.6	179
EOG09262X31	Complete	evm.model.scaffold_4.4	387.6	263
EOG09262X74	Complete	evm.model.scaffold_5.7	233.1	206
EOG09262X7T	Missing
EOG09262X8R	Complete	evm.model.scaffold_8.29	315.0	249
EOG09262XGK	Complete	evm.model.scaffold_5.86	394.9	302
EOG09262XMN	Complete	evm.model.scaffold_4.98	324.7	231
EOG09262XRU	Complete	evm.model.scaffold_4.11	351.1	309
EOG09262YAU	Complete	evm.model.scaffold_3.43	521.8	316
EOG09262YP5	Complete	evm.model.scaffold_3.181	309.7	231
EOG09262YQG	Complete	evm.model.scaffold_3.170	172.9	241
EOG09262Z0M	Complete	evm.model.scaffold_1.25	516.3	341
EOG09262Z14	Complete	evm.model.scaffold_1.29	506.0	330
EOG09262Z2S	Complete	evm.model.scaffold_5.97	409.0	329
EOG09262ZZ8	Complete	evm.model.scaffold_8.5	129.9	163
EOG0926300R	Complete	evm.model.scaffold_4.79	227.5	294
EOG0926306O	Complete	evm.model.scaffold_3.141	152.6	150
EOG0926307V	Complete	evm.model.scaffold_3.143	331.9	281
EOG092630MJ	Missing
EOG092630N3	Complete	evm.model.scaffold_3.66	551.3	306
EOG092630UB	Complete	evm.model.scaffold_1.237	151.9	623
EOG092630YS	Complete	evm.model.scaffold_5.63	523.4	342
EOG0926310O	Complete	evm.model.scaffold_2.108	350.3	260
EOG0926312D	Missing
EOG0926315C	Complete	evm.model.scaffold_5.65	249.7	363
EOG092631IR	Complete	evm.model.scaffold_3.179	332.5	429
EOG092631ML	Complete	evm.model.scaffold_5.99	169.8	187
EOG092631MU	Complete	evm.model.scaffold_3.154	294.8	287
EOG092631QQ	Complete	evm.model.scaffold_3.39	388.2	235
EOG092631UM	Complete	evm.model.scaffold_1.63	454.3	278
EOG09263274	Complete	evm.model.scaffold_2.62	308.1	244
EOG092632FC	Complete	evm.model.scaffold_4.57	387.1	246
EOG092632TF	Complete	evm.model.scaffold_8.51	178.1	206
EOG092632WW	Complete	evm.model.scaffold_4.121	429.1	282
EOG092633QB	Complete	evm.model.scaffold_3.83	348.9	296
EOG092633US	Complete	evm.model.scaffold_3.91	475.4	286
EOG0926347K	Complete	evm.model.scaffold_1.40	322.3	250
EOG0926347W	Complete	evm.model.scaffold_5.76	566.5	312
EOG09263483	Complete	evm.model.scaffold_1.60	399.6	273
EOG092634B1	Complete	evm.model.scaffold_2.88	557.8	329
EOG092634B5	Complete	evm.model.scaffold_2.12	452.6	295
EOG092634G9	Complete	evm.model.scaffold_1.205	134.6	117
EOG092634M1	Complete	evm.model.scaffold_5.47	443.7	326
EOG092634MM	Complete	evm.model.scaffold_3.180	124.6	173
EOG092634ZL	Complete	evm.model.scaffold_5.13	139.9	234
EOG0926354S	Complete	evm.model.scaffold_1.264	617.3	334
EOG0926357F	Missing
EOG092635DF	Missing
EOG092635SS	Missing
EOG092635ST	Complete	evm.model.scaffold_5.5	203.7	210
EOG092635YY	Complete	evm.model.scaffold_5.26	625.2	329
EOG09263690	Complete	evm.model.scaffold_4.67	342.2	464
EOG0926369X	Complete	evm.model.scaffold_7.9	168.7	210
EOG092636T6	Complete	evm.model.scaffold_8.30	492.7	282
EOG092636Y6	Complete	evm.model.scaffold_3.28	631.5	547
EOG09263720	Complete	evm.model.scaffold_1.251	444.1	259
EOG0926374A	Complete	evm.model.scaffold_7.59	418.7	276
EOG09263760	Complete	evm.model.scaffold_3.132	232.0	212
EOG09263817	Complete	evm.model.scaffold_8.11	134.8	203
EOG0926384F	Complete	evm.model.scaffold_4.108	396.8	314
EOG0926386D	Complete	evm.model.scaffold_6.50	492.7	277
EOG0926388H	Missing
EOG092638AP	Complete	evm.model.scaffold_3.6	315.6	267
EOG092638CT	Complete	evm.model.scaffold_1.35	509.5	286
EOG092638EN	Complete	evm.model.scaffold_1.196	170.9	205
EOG092638RC	Complete	evm.model.scaffold_5.1	465.1	307
EOG092638XA	Complete	evm.model.scaffold_2.110	445.5	274
EOG0926390Q	Complete	evm.model.scaffold_1.136	265.5	233
EOG092639H5	Complete	evm.model.scaffold_1.12	375.4	278
EOG09263A3Y	Missing
EOG09263A5D	Complete	evm.model.scaffold_2.98	453.9	258
EOG09263A64	Complete	evm.model.scaffold_2.105	327.1	316
EOG09263AZP	Complete	evm.model.scaffold_4.85	112.8	228
EOG09263B7X	Complete	evm.model.scaffold_6.43	283.3	270
EOG09263BDA	Missing
EOG09263BE5	Complete	evm.model.scaffold_1.155	215.4	165
EOG09263BG5	Complete	evm.model.scaffold_1.1	523.3	324
EOG09263BGW	Complete	evm.model.scaffold_1.6	414.6	368
EOG09263C1V	Complete	evm.model.scaffold_1.116	365.9	306
EOG09263C4C	Complete	evm.model.scaffold_4.95	113.3	189
EOG09263C55	Complete	evm.model.scaffold_3.115	316.1	353
EOG09263CAC	Complete	evm.model.scaffold_4.29	166.6	160
EOG09263CAH	Complete	evm.model.scaffold_1.143	412.6	253
EOG09263CG2	Complete	evm.model.scaffold_8.2	135.9	154
EOG09263CG4	Complete	evm.model.scaffold_1.218	500.4	295
EOG09263CGP	Complete	evm.model.scaffold_1.160	229.6	189
EOG09263CLY	Complete	evm.model.scaffold_3.106	369.5	259
EOG09263CUQ	Complete	evm.model.scaffold_3.117	188.7	413
EOG09263CUU	Complete	evm.model.scaffold_6.83	361.5	345
EOG09263D2P	Complete	evm.model.scaffold_2.51	94.0	109
EOG09263DFA	Complete	evm.model.scaffold_1.217	368.6	191
EOG09263DQH	Complete	evm.model.scaffold_4.84	241.6	260
EOG09263E49	Complete	evm.model.scaffold_6.60	372.2	318
EOG09263E5F	Complete	evm.model.scaffold_2.45	537.3	445
EOG09263E87	Complete	evm.model.scaffold_6.72	300.3	226
EOG09263E9V	Complete	evm.model.scaffold_2.95	214.8	343
EOG09263EBB	Complete	evm.model.scaffold_3.104	375.6	262
EOG09263EDC	Complete	evm.model.scaffold_8.8	296.8	207
EOG09263EQZ	Missing
EOG09263EVJ	Complete	evm.model.scaffold_1.106	246.6	272
EOG09263F11	Complete	evm.model.scaffold_8.57	153.4	256
EOG09263F3I	Complete	evm.model.scaffold_5.15	237.9	169
EOG09263FAK	Complete	evm.model.scaffold_6.14	160.5	171
EOG09263FGN	Missing
EOG09263FKC	Missing
EOG09263FR7	Complete	evm.model.scaffold_1.22	249.1	208
EOG09263FTE	Complete	evm.model.scaffold_1.10	304.9	224
EOG09263G3M	Complete	evm.model.scaffold_2.168	383.8	270
EOG09263G4R	Complete	evm.model.scaffold_2.78	147.7	161
EOG09263GIG	Complete	evm.model.scaffold_4.43	396.8	382
EOG09263GSR	Missing
EOG09263GUT	Complete	evm.model.scaffold_3.78	304.7	254
EOG09263H0Y	Complete	evm.model.scaffold_7.13	328.6	297
EOG09263H5H	Complete	evm.model.scaffold_4.32	495.7	298
EOG09263HD8	Complete	evm.model.scaffold_7.8	394.4	237
EOG09263HE6	Complete	evm.model.scaffold_7.45	188.2	186
EOG09263HED	Complete	evm.model.scaffold_3.88	366.0	248
EOG09263HK2	Complete	evm.model.scaffold_5.42	142.6	222
EOG09263HYJ	Complete	evm.model.scaffold_7.49	337.5	258
EOG09263I4U	Complete	evm.model.scaffold_5.6	200.3	195
EOG09263I7I	Complete	evm.model.scaffold_2.132	491.7	284
EOG09263IMF	Complete	evm.model.scaffold_5.71	194.6	241
EOG09263IQ5	Complete	evm.model.scaffold_5.61	375.0	244
EOG09263IT0	Complete	evm.model.scaffold_1.46	394.6	249
EOG09263J3H	Complete	evm.model.scaffold_1.14	297.7	237
EOG09263J6Z	Complete	evm.model.scaffold_7.39	317.9	275
EOG09263J7D	Complete	evm.model.scaffold_7.56	267.3	204
EOG09263JCT	Complete	evm.model.scaffold_1.204	356.4	275
EOG09263JFQ	Complete	evm.model.scaffold_2.57	259.5	219
EOG09263JTO	Complete	evm.model.scaffold_7.28	464.6	252
EOG09263JW5	Missing
EOG09263JZO	Complete	evm.model.scaffold_3.138	333.9	249
EOG09263K05	Complete	evm.model.scaffold_1.229	202.7	187
EOG09263K45	Complete	evm.model.scaffold_2.119	230.6	199
EOG09263KB4	Complete	evm.model.scaffold_4.55	330.6	220
EOG09263KDI	Complete	evm.model.scaffold_5.72	414.1	309
EOG09263KEE	Complete	evm.model.scaffold_1.157	136.6	69
EOG09263KRO	Complete	evm.model.scaffold_6.35	376.4	253
EOG09263KVG	Complete	evm.model.scaffold_3.58	308.2	234
EOG09263KZJ	Complete	evm.model.scaffold_8.67	392.5	331
EOG09263L00	Complete	evm.model.scaffold_1.141	230.4	163
EOG09263L52	Complete	evm.model.scaffold_7.60	416.4	332
EOG09263L7Y	Complete	evm.model.scaffold_2.1	332.7	464
EOG09263L9T	Complete	evm.model.scaffold_2.65	164.8	183
EOG09263LNF	Missing
EOG09263LP3	Complete	evm.model.scaffold_6.94	334.1	241
EOG09263LR1	Complete	evm.model.scaffold_2.141	337.6	233
EOG09263M8W	Complete	evm.model.scaffold_4.97	317.1	262
EOG09263MEM	Missing
EOG09263MGE	Complete	evm.model.scaffold_5.16	386.2	225
EOG09263MIB	Complete	evm.model.scaffold_1.58	439.2	247
EOG09263MNN	Complete	evm.model.scaffold_2.76	251.4	318
EOG09263MR4	Missing
EOG09263NE7	Complete	evm.model.scaffold_2.164	251.4	251
EOG09263NXM	Complete	evm.model.scaffold_6.79	447.0	399
EOG09263OAE	Complete	evm.model.scaffold_8.81	309.5	273
EOG09263OCO	Complete	evm.model.scaffold_4.94	372.1	256
EOG09263OD3	Complete	evm.model.scaffold_3.13	205.3	185
EOG09263OQH	Complete	evm.model.scaffold_3.17	462.2	320
EOG09263OWL	Complete	evm.model.scaffold_8.39	228.4	175
EOG09263OXI	Complete	evm.model.scaffold_1.95	318.8	245
EOG09263OZR	Missing
EOG09263P17	Complete	evm.model.scaffold_5.107	125.8	95
EOG09263POH	Complete	evm.model.scaffold_7.51	415.7	266
EOG09263PWF	Complete	evm.model.scaffold_3.101	191.5	183
EOG09263PXH	Complete	evm.model.scaffold_5.90	426.6	266
EOG09263Q7N	Complete	evm.model.scaffold_4.16	274.2	208
EOG09263Q8J	Complete	evm.model.scaffold_8.72	419.0	240
EOG09263QB7	Complete	evm.model.scaffold_1.269	483.2	252
EOG09263QH4	Complete	evm.model.scaffold_8.52	374.3	230
EOG09263QPR	Missing
EOG09263QUM	Complete	evm.model.scaffold_2.172	269.1	269
EOG09263R4M	Complete	evm.model.scaffold_1.165	227.1	183
EOG09263R62	Complete	evm.model.scaffold_6.74	125.2	171
EOG09263RDD	Complete	evm.model.scaffold_5.56	287.0	333
EOG09263RF8	Complete	evm.model.scaffold_1.128	239.9	228
EOG09263ROQ	Missing
EOG09263RVR	Complete	evm.model.scaffold_3.103	470.8	267
EOG09263RW3	Complete	evm.model.scaffold_5.74	376.8	242
EOG09263RY2	Complete	evm.model.scaffold_8.48	100.1	102
EOG09263S1E	Complete	evm.model.scaffold_1.55	171.8	208
EOG09263S2P	Missing
EOG09263SFX	Complete	evm.model.scaffold_1.37	221.2	238
EOG09263SZM	Complete	evm.model.scaffold_7.27	314.5	229
EOG09263TQ5	Complete	evm.model.scaffold_2.30	386.5	255
EOG09263U08	Complete	evm.model.scaffold_3.51	182.0	309
EOG09263U71	Missing
EOG09263UAJ	Complete	evm.model.scaffold_6.27	405.2	357
EOG09263UCR	Missing
EOG09263ULA	Missing
EOG09263UN3	Complete	evm.model.scaffold_2.144	142.4	176
EOG09263UQF	Complete	evm.model.scaffold_5.95	206.3	198
EOG09263UWJ	Complete	evm.model.scaffold_1.69	211.5	232
EOG09263V60	Complete	evm.model.scaffold_1.192	186.3	170
EOG09263VOP	Complete	evm.model.scaffold_3.11	163.3	192
EOG09263W48	Complete	evm.model.scaffold_4.86	149.0	167
EOG09263W7L	Complete	evm.model.scaffold_1.80	255.2	209
EOG09263WB5	Complete	evm.model.scaffold_3.42	373.3	372
EOG09263WLB	Complete	evm.model.scaffold_3.56	277.3	181
EOG09263WM5	Missing
EOG09263WSS	Complete	evm.model.scaffold_6.93	303.6	182
EOG09263WWI	Complete	evm.model.scaffold_2.160	306.0	213
EOG09263WZ2	Complete	evm.model.scaffold_1.17	232.0	205
EOG09263X0V	Complete	evm.model.scaffold_2.115	249.3	308
EOG09263X1F	Complete	evm.model.scaffold_2.96	396.6	203
EOG09263X22	Complete	evm.model.scaffold_2.31	237.8	241
EOG09263X4B	Complete	evm.model.scaffold_1.172	251.4	197
EOG09263XN3	Complete	evm.model.scaffold_3.162	171.0	192
EOG09263XVS	Complete	evm.model.scaffold_8.59	250.5	232
EOG09263XZN	Complete	evm.model.scaffold_6.42	258.8	192
EOG09263Y3L	Complete	evm.model.scaffold_7.31	288.8	237
EOG09263YBT	Complete	evm.model.scaffold_3.156	246.5	202
EOG09263YFH	Complete	evm.model.scaffold_1.57	403.1	216
EOG09263YFX	Complete	evm.model.scaffold_4.83	324.0	220
EOG09263YUI	Complete	evm.model.scaffold_8.4	183.7	306
EOG09263Z41	Complete	evm.model.scaffold_1.187	244.5	227
EOG09263Z8I	Complete	evm.model.scaffold_1.231	287.0	182
EOG09263ZBF	Complete	evm.model.scaffold_4.92	412.3	233
EOG09263ZBJ	Complete	evm.model.scaffold_3.77	157.6	116
EOG09263ZSC	Complete	evm.model.scaffold_3.12	144.6	134
EOG09263ZW6	Complete	evm.model.scaffold_2.178	249.2	176
EOG0926400M	Complete	evm.model.scaffold_5.48	250.7	185
EOG0926407T	Complete	evm.model.scaffold_5.31	262.4	193
EOG092640BS	Complete	evm.model.scaffold_4.71	266.9	237
EOG092640ET	Complete	evm.model.scaffold_2.120	240.3	302
EOG092640IZ	Missing
EOG092640PR	Complete	evm.model.scaffold_7.61	173.2	480
EOG092640WA	Complete	evm.model.scaffold_2.97	102.6	159
EOG092640ZF	Complete	evm.model.scaffold_1.4	139.3	158
EOG0926419M	Complete	evm.model.scaffold_8.41	499.4	268
EOG092641A6	Complete	evm.model.scaffold_2.109	287.4	243
EOG092641G3	Missing
EOG092641K1	Complete	evm.model.scaffold_5.120	219.7	156
EOG092641M3	Complete	evm.model.scaffold_2.177	404.5	226
EOG092641UM	Complete	evm.model.scaffold_4.18	256.3	194
EOG0926420U	Complete	evm.model.scaffold_3.3	219.2	281
EOG0926423H	Complete	evm.model.scaffold_2.36	222.1	245
