# BUSCO version is: 2.0 
# The lineage dataset is: dikarya_odb9 (Creation date: 2016-02-13, number of species: 75, number of BUSCOs: 1312)
# To reproduce this run: python /home/rangeles/.conda/envs/funannotate/lib/python2.7/site-packages/funannotate/aux_scripts/funannotate-BUSCO2.py -i /space21/PGE/rangeles/TGFH/TGFH/Sesion2/out/P.pastoris_GS115/predict_misc/busco.evm.proteins.fa -o p.pastoris_gs115_xxx -l /space21/PGE/rangeles/bin/funannotate_db/dikarya/ -m proteins -c 28 -sp anidulans
#
# Busco id	Status	Sequence	Score	Length
EOG09261VUC	Missing
EOG09261W1K	Missing
EOG09261W2O	Missing
EOG09261W3X	Complete	evm.model.scaffold_3.62	784.5	426
EOG09261W90	Complete	evm.model.scaffold_2.297	499.9	341
EOG09261WJ8	Complete	evm.model.scaffold_2.123	248.6	249
EOG09261WVT	Complete	evm.model.scaffold_1.51	439.0	393
EOG09261X9E	Complete	evm.model.scaffold_4.14	547.9	328
EOG09261XAF	Complete	evm.model.scaffold_3.90	296.3	282
EOG09261XGL	Complete	evm.model.scaffold_1.281	443.5	327
EOG09261XNJ	Complete	evm.model.scaffold_3.120	845.2	474
EOG09261XNU	Complete	evm.model.scaffold_1.93	455.0	565
EOG09261XZ6	Complete	evm.model.scaffold_2.256	425.7	418
EOG09261Y04	Complete	evm.model.scaffold_3.2	704.0	366
EOG09261YGB	Missing
EOG09261YLQ	Complete	evm.model.scaffold_1.36	426.6	271
EOG09261YRA	Complete	evm.model.scaffold_3.110	296.7	384
EOG09261YV6	Complete	evm.model.scaffold_4.210	550.5	489
EOG09261ZFN	Complete	evm.model.scaffold_1.23	523.1	356
EOG09261ZI1	Complete	evm.model.scaffold_4.75	413.7	314
EOG09261ZJR	Complete	evm.model.scaffold_4.28	548.6	556
EOG09261ZPW	Complete	evm.model.scaffold_4.36	535.8	386
EOG09261ZXZ	Complete	evm.model.scaffold_1.342	342.6	358
EOG092620CR	Complete	evm.model.scaffold_4.146	411.8	400
EOG092620E4	Complete	evm.model.scaffold_1.34	777.4	427
EOG092620EL	Complete	evm.model.scaffold_4.175	719.7	450
EOG092620FM	Complete	evm.model.scaffold_1.306	180.5	261
EOG092620IA	Complete	evm.model.scaffold_4.117	436.3	494
EOG092620U5	Complete	evm.model.scaffold_3.222	222.3	283
EOG092620V3	Complete	evm.model.scaffold_2.275	147.2	167
EOG0926213Q	Complete	evm.model.scaffold_3.200	287.3	253
EOG0926213Z	Complete	evm.model.scaffold_4.26	474.3	430
EOG092621CK	Complete	evm.model.scaffold_4.109	239.6	220
EOG092621CP	Missing
EOG092621F2	Missing
EOG092621GA	Complete	evm.model.scaffold_1.2	335.7	385
EOG092621GY	Complete	evm.model.scaffold_4.9	300.4	373
EOG092621S9	Complete	evm.model.scaffold_1.142	724.4	444
EOG092621X3	Complete	evm.model.scaffold_2.203	386.2	471
EOG092621YU	Complete	evm.model.scaffold_1.64	505.5	404
EOG092621ZV	Complete	evm.model.scaffold_3.6	281.2	287
EOG0926229Z	Complete	evm.model.scaffold_1.53	341.1	311
EOG09262341	Missing
EOG0926235L	Complete	evm.model.scaffold_1.66	553.4	415
EOG09262387	Complete	evm.model.scaffold_1.74	554.6	441
EOG092623WR	Complete	evm.model.scaffold_2.36	376.7	325
EOG0926248P	Complete	evm.model.scaffold_3.7	408.2	392
EOG0926248W	Complete	evm.model.scaffold_3.143	1090.7	1472
EOG092624JL	Missing
EOG092624KK	Complete	evm.model.scaffold_3.31	596.2	350
EOG092624RX	Complete	evm.model.scaffold_2.306	448.9	345
EOG092624SJ	Complete	evm.model.scaffold_4.16	423.4	321
EOG092624UF	Complete	evm.model.scaffold_2.304	531.3	407
EOG092624X0	Complete	evm.model.scaffold_2.43	368.4	338
EOG09262516	Complete	evm.model.scaffold_4.118	846.3	476
EOG0926251E	Missing
EOG09262528	Complete	evm.model.scaffold_3.37	465.2	324
EOG092625AX	Complete	evm.model.scaffold_4.211	174.4	230
EOG092625OH	Complete	evm.model.scaffold_3.234	272.1	330
EOG092625P1	Missing
EOG092625U6	Complete	evm.model.scaffold_2.48	141.4	231
EOG09262645	Complete	evm.model.scaffold_1.158	410.0	347
EOG092626EQ	Complete	evm.model.scaffold_1.277	329.0	263
EOG092626HU	Complete	evm.model.scaffold_2.122	490.2	390
EOG09262739	Complete	evm.model.scaffold_3.111	590.5	365
EOG0926273Q	Complete	evm.model.scaffold_2.270	727.4	376
EOG092627F1	Complete	evm.model.scaffold_2.145	532.6	338
EOG092627XA	Complete	evm.model.scaffold_1.200	363.6	353
EOG092628A0	Missing
EOG092628FW	Complete	evm.model.scaffold_1.222	256.1	206
EOG092628HC	Complete	evm.model.scaffold_2.237	238.4	190
EOG092628LW	Missing
EOG092628SP	Complete	evm.model.scaffold_2.262	145.3	232
EOG09262914	Complete	evm.model.scaffold_4.29	521.6	297
EOG092629FB	Complete	evm.model.scaffold_1.204	452.7	368
EOG092629RT	Complete	evm.model.scaffold_2.72	260.5	383
EOG092629U5	Complete	evm.model.scaffold_2.3	160.3	148
EOG092629WA	Complete	evm.model.scaffold_1.169	250.5	252
EOG092629WJ	Complete	evm.model.scaffold_3.141	415.5	480
EOG092629ZN	Complete	evm.model.scaffold_3.138	306.9	361
EOG09262A65	Complete	evm.model.scaffold_4.111	367.2	301
EOG09262A6N	Complete	evm.model.scaffold_4.72	388.5	283
EOG09262A8G	Complete	evm.model.scaffold_3.46	578.2	348
EOG09262B1U	Complete	evm.model.scaffold_3.118	351.4	286
EOG09262BCZ	Complete	evm.model.scaffold_1.75	444.8	488
EOG09262BHE	Complete	evm.model.scaffold_3.58	427.2	275
EOG09262BVA	Complete	evm.model.scaffold_3.135	298.6	328
EOG09262C5Z	Complete	evm.model.scaffold_1.31	306.4	274
EOG09262CA4	Complete	evm.model.scaffold_2.87	598.6	384
EOG09262CBI	Complete	evm.model.scaffold_2.227	600.5	372
EOG09262CDO	Complete	evm.model.scaffold_4.158	728.8	372
EOG09262CMP	Complete	evm.model.scaffold_3.48	532.2	404
EOG09262CO6	Complete	evm.model.scaffold_2.167	744.5	389
EOG09262CUO	Complete	evm.model.scaffold_3.202	405.2	263
EOG09262CXO	Missing
EOG09262D0D	Missing
EOG09262D4G	Missing
EOG09262DC1	Complete	evm.model.scaffold_4.122	583.4	398
EOG09262DKA	Complete	evm.model.scaffold_3.249	420.7	320
EOG09262DPL	Complete	evm.model.scaffold_3.176	227.8	273
EOG09262DUV	Complete	evm.model.scaffold_2.163	566.9	315
EOG09262E3Q	Complete	evm.model.scaffold_2.51	179.3	352
EOG09262E4Q	Complete	evm.model.scaffold_1.52	674.6	379
EOG09262E4T	Complete	evm.model.scaffold_4.139	170.1	191
EOG09262E7I	Complete	evm.model.scaffold_1.172	661.4	426
EOG09262E7W	Complete	evm.model.scaffold_4.102	201.3	243
EOG09262E98	Complete	evm.model.scaffold_1.195	990.2	577
EOG09262ESR	Complete	evm.model.scaffold_3.115	453.2	341
EOG09262F22	Complete	evm.model.scaffold_1.231	650.4	380
EOG09262F7P	Complete	evm.model.scaffold_4.119	311.8	278
EOG09262FE3	Complete	evm.model.scaffold_1.115	187.8	139
EOG09262FJB	Complete	evm.model.scaffold_2.46	201.1	318
EOG09262FW1	Complete	evm.model.scaffold_1.242	334.0	236
EOG09262G8Y	Complete	evm.model.scaffold_2.5	265.8	283
EOG09262GLP	Missing
EOG09262GNE	Complete	evm.model.scaffold_1.251	356.4	308
EOG09262GVX	Complete	evm.model.scaffold_3.178	546.5	385
EOG09262GWQ	Complete	evm.model.scaffold_1.205	377.6	283
EOG09262GXD	Complete	evm.model.scaffold_2.210	522.6	340
EOG09262H1X	Complete	evm.model.scaffold_3.214	519.3	379
EOG09262H34	Complete	evm.model.scaffold_4.31	252.3	259
EOG09262H50	Missing
EOG09262HA6	Complete	evm.model.scaffold_3.76	554.6	358
EOG09262HKC	Complete	evm.model.scaffold_3.159	150.1	296
EOG09262HP3	Complete	evm.model.scaffold_2.131	351.6	261
EOG09262HQM	Complete	evm.model.scaffold_4.67	127.8	168
EOG09262I0R	Complete	evm.model.scaffold_3.133	352.5	276
EOG09262I5I	Complete	evm.model.scaffold_1.87	642.7	448
EOG09262ILV	Complete	evm.model.scaffold_1.221	397.5	294
EOG09262IP2	Complete	evm.model.scaffold_1.129	313.7	248
EOG09262IY3	Complete	evm.model.scaffold_2.59	148.0	268
EOG09262IZ6	Complete	evm.model.scaffold_3.166	539.7	297
EOG09262IZO	Complete	evm.model.scaffold_3.70	531.2	355
EOG09262J7K	Missing
EOG09262JAT	Complete	evm.model.scaffold_2.112	289.2	238
EOG09262JRP	Complete	evm.model.scaffold_3.241	354.7	287
EOG09262JWJ	Complete	evm.model.scaffold_4.47	524.8	323
EOG09262JZK	Missing
EOG09262JZW	Complete	evm.model.scaffold_2.239	372.7	317
EOG09262K67	Complete	evm.model.scaffold_4.96	226.3	168
EOG09262K8C	Complete	evm.model.scaffold_2.257	242.4	204
EOG09262K8L	Complete	evm.model.scaffold_2.47	269.5	258
EOG09262K9A	Complete	evm.model.scaffold_2.174	340.3	272
EOG09262KJA	Complete	evm.model.scaffold_2.50	470.8	348
EOG09262KN8	Complete	evm.model.scaffold_2.181	497.7	550
EOG09262KUJ	Complete	evm.model.scaffold_4.18	476.8	282
EOG09262KVB	Complete	evm.model.scaffold_4.38	432.1	290
EOG09262KXK	Complete	evm.model.scaffold_1.257	470.3	274
EOG09262KZ3	Complete	evm.model.scaffold_2.288	386.7	362
EOG09262L1P	Complete	evm.model.scaffold_2.30	627.9	374
EOG09262LI4	Complete	evm.model.scaffold_4.161	321.7	240
EOG09262LQT	Complete	evm.model.scaffold_3.73	185.0	288
EOG09262LYR	Complete	evm.model.scaffold_3.189	767.5	393
EOG09262M0W	Complete	evm.model.scaffold_4.58	543.3	272
EOG09262M2J	Complete	evm.model.scaffold_4.85	344.3	264
EOG09262M7B	Complete	evm.model.scaffold_4.172	370.7	285
EOG09262MEK	Complete	evm.model.scaffold_3.101	672.2	349
EOG09262MFL	Complete	evm.model.scaffold_4.152	302.7	227
EOG09262MJW	Missing
EOG09262MOO	Complete	evm.model.scaffold_1.198	267.1	295
EOG09262MXH	Complete	evm.model.scaffold_4.174	601.9	310
EOG09262N0U	Complete	evm.model.scaffold_1.304	439.1	297
EOG09262N10	Complete	evm.model.scaffold_4.69	298.1	268
EOG09262N3C	Complete	evm.model.scaffold_1.149	698.1	341
EOG09262N47	Complete	evm.model.scaffold_1.178	271.0	247
EOG09262N5O	Complete	evm.model.scaffold_4.49	697.0	646
EOG09262NB1	Missing
EOG09262NIR	Complete	evm.model.scaffold_1.268	202.4	239
EOG09262NNS	Missing
EOG09262O0R	Complete	evm.model.scaffold_2.206	159.2	283
EOG09262OJ4	Complete	evm.model.scaffold_1.94	456.7	359
EOG09262OLP	Complete	evm.model.scaffold_2.84	211.5	297
EOG09262OX9	Complete	evm.model.scaffold_4.137	427.6	330
EOG09262P1W	Missing
EOG09262PAY	Complete	evm.model.scaffold_1.61	325.2	255
EOG09262PIH	Complete	evm.model.scaffold_3.221	626.5	345
EOG09262PMC	Complete	evm.model.scaffold_3.35	640.0	864
EOG09262POL	Complete	evm.model.scaffold_1.176	239.9	369
EOG09262PPU	Complete	evm.model.scaffold_2.18	568.4	377
EOG09262PZ9	Missing
EOG09262Q6S	Complete	evm.model.scaffold_1.337	452.7	286
EOG09262Q8D	Complete	evm.model.scaffold_2.234	550.5	309
EOG09262QJW	Complete	evm.model.scaffold_3.185	681.9	353
EOG09262QL6	Missing
EOG09262QRH	Complete	evm.model.scaffold_2.283	312.7	251
EOG09262QS5	Complete	evm.model.scaffold_2.186	474.9	358
EOG09262QTY	Missing
EOG09262R8O	Complete	evm.model.scaffold_3.92	278.4	247
EOG09262SI7	Complete	evm.model.scaffold_2.148	389.6	353
EOG09262SMG	Complete	evm.model.scaffold_2.70	270.0	311
EOG09262SR7	Complete	evm.model.scaffold_2.158	253.5	257
EOG09262SWJ	Missing
EOG09262TEV	Complete	evm.model.scaffold_3.36	102.6	145
EOG09262TO9	Complete	evm.model.scaffold_2.65	593.0	366
EOG09262TUR	Complete	evm.model.scaffold_1.107	256.1	289
EOG09262U7S	Complete	evm.model.scaffold_4.202	164.4	208
EOG09262UAS	Complete	evm.model.scaffold_2.96	308.4	271
EOG09262UB3	Missing
EOG09262UTQ	Complete	evm.model.scaffold_4.83	177.1	155
EOG09262V3O	Complete	evm.model.scaffold_3.97	379.8	257
EOG09262V8E	Missing
EOG09262V9N	Complete	evm.model.scaffold_4.195	109.1	148
EOG09262VOC	Missing
EOG09262VPD	Complete	evm.model.scaffold_2.225	364.3	273
EOG09262VQQ	Complete	evm.model.scaffold_1.327	454.5	297
EOG09262VVF	Complete	evm.model.scaffold_3.69	223.4	256
EOG09262W7C	Complete	evm.model.scaffold_1.45	416.6	277
EOG09262WFG	Complete	evm.model.scaffold_3.16	230.6	232
EOG09262WHU	Complete	evm.model.scaffold_2.245	226.3	220
EOG09262WQX	Missing
EOG09262WSH	Complete	evm.model.scaffold_3.68	193.9	356
EOG09262WXK	Complete	evm.model.scaffold_2.267	182.6	229
EOG09262X01	Missing
EOG09262X31	Complete	evm.model.scaffold_1.91	401.9	269
EOG09262X74	Complete	evm.model.scaffold_4.126	223.2	207
EOG09262X7T	Missing
EOG09262X8R	Complete	evm.model.scaffold_4.5	315.9	248
EOG09262XGK	Complete	evm.model.scaffold_1.150	424.7	299
EOG09262XMN	Complete	evm.model.scaffold_3.171	320.2	228
EOG09262XRU	Complete	evm.model.scaffold_1.316	342.0	299
EOG09262YAU	Complete	evm.model.scaffold_3.106	516.2	316
EOG09262YP5	Complete	evm.model.scaffold_1.234	301.6	229
EOG09262YQG	Complete	evm.model.scaffold_4.191	179.7	243
EOG09262Z0M	Complete	evm.model.scaffold_1.283	499.5	342
EOG09262Z14	Complete	evm.model.scaffold_1.312	497.0	330
EOG09262Z2S	Complete	evm.model.scaffold_2.192	364.9	330
EOG09262ZZ8	Missing
EOG0926300R	Complete	evm.model.scaffold_1.282	238.9	288
EOG0926306O	Missing
EOG0926307V	Complete	evm.model.scaffold_3.60	304.3	280
EOG092630MJ	Complete	evm.model.scaffold_2.138	228.3	303
EOG092630N3	Complete	evm.model.scaffold_4.92	542.3	306
EOG092630UB	Missing
EOG092630YS	Complete	evm.model.scaffold_3.227	496.7	351
EOG0926310O	Complete	evm.model.scaffold_4.81	351.0	258
EOG0926312D	Missing
EOG0926315C	Complete	evm.model.scaffold_4.165	277.0	350
EOG092631IR	Complete	evm.model.scaffold_4.19	372.2	422
EOG092631ML	Complete	evm.model.scaffold_1.100	154.3	171
EOG092631MU	Complete	evm.model.scaffold_2.54	295.3	288
EOG092631QQ	Missing
EOG092631UM	Complete	evm.model.scaffold_4.90	446.8	276
EOG09263274	Complete	evm.model.scaffold_1.175	300.1	228
EOG092632FC	Complete	evm.model.scaffold_4.17	390.6	234
EOG092632TF	Complete	evm.model.scaffold_1.56	181.0	251
EOG092632WW	Complete	evm.model.scaffold_3.183	468.0	281
EOG092633QB	Complete	evm.model.scaffold_3.74	316.4	297
EOG092633US	Complete	evm.model.scaffold_1.237	459.6	289
EOG0926347K	Missing
EOG0926347W	Complete	evm.model.scaffold_2.12	567.6	312
EOG09263483	Complete	evm.model.scaffold_1.167	401.7	283
EOG092634B1	Complete	evm.model.scaffold_1.320	546.7	329
EOG092634B5	Complete	evm.model.scaffold_4.187	440.1	295
EOG092634G9	Complete	evm.model.scaffold_2.282	145.9	114
EOG092634M1	Missing
EOG092634MM	Complete	evm.model.scaffold_2.127	116.7	170
EOG092634ZL	Complete	evm.model.scaffold_2.34	102.9	243
EOG0926354S	Complete	evm.model.scaffold_1.3	601.8	333
EOG0926357F	Complete	evm.model.scaffold_1.183	324.3	263
EOG092635DF	Complete	evm.model.scaffold_3.108	248.2	287
EOG092635SS	Missing
EOG092635ST	Missing
EOG092635YY	Complete	evm.model.scaffold_1.67	621.7	329
EOG09263690	Missing
EOG0926369X	Complete	evm.model.scaffold_2.7	174.9	187
EOG092636T6	Complete	evm.model.scaffold_1.170	456.1	282
EOG092636Y6	Complete	evm.model.scaffold_3.109	655.4	595
EOG09263720	Complete	evm.model.scaffold_2.154	434.1	256
EOG0926374A	Complete	evm.model.scaffold_2.152	422.2	276
EOG09263760	Complete	evm.model.scaffold_1.101	213.7	200
EOG09263817	Complete	evm.model.scaffold_1.152	145.2	169
EOG0926384F	Complete	evm.model.scaffold_1.184	402.3	317
EOG0926386D	Complete	evm.model.scaffold_2.246	488.4	277
EOG0926388H	Complete	evm.model.scaffold_4.141	521.2	336
EOG092638AP	Complete	evm.model.scaffold_4.89	289.0	273
EOG092638CT	Complete	evm.model.scaffold_3.173	494.5	286
EOG092638EN	Complete	evm.model.scaffold_3.210	128.2	195
EOG092638RC	Complete	evm.model.scaffold_2.252	501.3	307
EOG092638XA	Complete	evm.model.scaffold_2.269	455.2	264
EOG0926390Q	Complete	evm.model.scaffold_4.79	248.1	267
EOG092639H5	Complete	evm.model.scaffold_1.160	366.1	263
EOG09263A3Y	Complete	evm.model.scaffold_1.78	121.9	222
EOG09263A5D	Complete	evm.model.scaffold_3.3	450.8	258
EOG09263A64	Complete	evm.model.scaffold_4.194	316.7	327
EOG09263AZP	Missing
EOG09263B7X	Complete	evm.model.scaffold_1.207	305.0	293
EOG09263BDA	Complete	evm.model.scaffold_1.146	139.7	202
EOG09263BE5	Complete	evm.model.scaffold_2.117	226.8	164
EOG09263BG5	Complete	evm.model.scaffold_1.154	514.9	314
EOG09263BGW	Complete	evm.model.scaffold_4.207	343.7	328
EOG09263C1V	Complete	evm.model.scaffold_3.240	359.2	309
EOG09263C4C	Complete	evm.model.scaffold_2.272	94.7	192
EOG09263C55	Complete	evm.model.scaffold_3.193	305.8	354
EOG09263CAC	Complete	evm.model.scaffold_1.133	162.9	160
EOG09263CAH	Complete	evm.model.scaffold_3.15	416.4	252
EOG09263CG2	Missing
EOG09263CG4	Complete	evm.model.scaffold_1.131	489.1	278
EOG09263CGP	Missing
EOG09263CLY	Complete	evm.model.scaffold_4.188	368.7	259
EOG09263CUQ	Complete	evm.model.scaffold_1.226	171.1	342
EOG09263CUU	Complete	evm.model.scaffold_2.92	354.3	336
EOG09263D2P	Complete	evm.model.scaffold_1.111	86.0	100
EOG09263DFA	Missing
EOG09263DQH	Complete	evm.model.scaffold_2.254	208.8	238
EOG09263E49	Missing
EOG09263E5F	Complete	evm.model.scaffold_2.64	563.2	452
EOG09263E87	Missing
EOG09263E9V	Complete	evm.model.scaffold_4.171	206.8	306
EOG09263EBB	Complete	evm.model.scaffold_3.211	363.3	262
EOG09263EDC	Complete	evm.model.scaffold_3.1	289.4	209
EOG09263EQZ	Complete	evm.model.scaffold_3.246	271.1	235
EOG09263EVJ	Complete	evm.model.scaffold_3.50	285.0	272
EOG09263F11	Complete	evm.model.scaffold_1.319	119.3	200
EOG09263F3I	Complete	evm.model.scaffold_2.55	211.0	165
EOG09263FAK	Complete	evm.model.scaffold_2.200	149.6	161
EOG09263FGN	Complete	evm.model.scaffold_2.180	222.3	205
EOG09263FKC	Complete	evm.model.scaffold_1.1	86.2	117
EOG09263FR7	Complete	evm.model.scaffold_4.173	225.3	194
EOG09263FTE	Complete	evm.model.scaffold_3.215	273.9	226
EOG09263G3M	Complete	evm.model.scaffold_3.161	426.5	276
EOG09263G4R	Complete	evm.model.scaffold_2.218	140.8	164
EOG09263GIG	Complete	evm.model.scaffold_3.175	388.6	382
EOG09263GSR	Complete	evm.model.scaffold_3.254	226.6	309
EOG09263GUT	Complete	evm.model.scaffold_2.149	277.7	255
EOG09263H0Y	Complete	evm.model.scaffold_4.105	308.1	299
EOG09263H5H	Complete	evm.model.scaffold_1.35	488.0	278
EOG09263HD8	Complete	evm.model.scaffold_1.336	398.3	238
EOG09263HE6	Complete	evm.model.scaffold_4.147	178.5	197
EOG09263HED	Complete	evm.model.scaffold_1.269	379.2	256
EOG09263HK2	Missing
EOG09263HYJ	Complete	evm.model.scaffold_2.266	335.8	258
EOG09263I4U	Complete	evm.model.scaffold_4.200	167.4	216
EOG09263I7I	Complete	evm.model.scaffold_1.14	487.6	286
EOG09263IMF	Complete	evm.model.scaffold_4.190	229.1	244
EOG09263IQ5	Complete	evm.model.scaffold_3.124	398.8	251
EOG09263IT0	Complete	evm.model.scaffold_4.107	405.0	250
EOG09263J3H	Complete	evm.model.scaffold_1.163	273.7	228
EOG09263J6Z	Complete	evm.model.scaffold_2.229	312.4	275
EOG09263J7D	Complete	evm.model.scaffold_3.253	274.7	202
EOG09263JCT	Complete	evm.model.scaffold_2.281	349.9	271
EOG09263JFQ	Complete	evm.model.scaffold_2.187	257.4	219
EOG09263JTO	Complete	evm.model.scaffold_3.56	462.3	253
EOG09263JW5	Complete	evm.model.scaffold_2.140	383.3	235
EOG09263JZO	Complete	evm.model.scaffold_2.134	318.9	249
EOG09263K05	Missing
EOG09263K45	Complete	evm.model.scaffold_4.157	221.2	198
EOG09263KB4	Complete	evm.model.scaffold_3.158	328.2	221
EOG09263KDI	Complete	evm.model.scaffold_3.114	417.0	289
EOG09263KEE	Complete	evm.model.scaffold_3.162	133.5	69
EOG09263KRO	Complete	evm.model.scaffold_1.33	350.6	255
EOG09263KVG	Complete	evm.model.scaffold_1.7	288.7	234
EOG09263KZJ	Complete	evm.model.scaffold_4.151	396.9	283
EOG09263L00	Complete	evm.model.scaffold_1.217	236.2	174
EOG09263L52	Complete	evm.model.scaffold_1.328	387.4	335
EOG09263L7Y	Complete	evm.model.scaffold_4.22	357.5	492
EOG09263L9T	Complete	evm.model.scaffold_1.322	156.5	183
EOG09263LNF	Complete	evm.model.scaffold_2.44	274.1	266
EOG09263LP3	Complete	evm.model.scaffold_1.216	341.2	241
EOG09263LR1	Complete	evm.model.scaffold_1.59	345.3	233
EOG09263M8W	Complete	evm.model.scaffold_3.252	293.7	264
EOG09263MEM	Complete	evm.model.scaffold_3.78	288.6	230
EOG09263MGE	Complete	evm.model.scaffold_2.141	368.4	217
EOG09263MIB	Complete	evm.model.scaffold_1.263	434.3	258
EOG09263MNN	Complete	evm.model.scaffold_4.87	237.3	307
EOG09263MR4	Complete	evm.model.scaffold_1.147	238.3	168
EOG09263NE7	Complete	evm.model.scaffold_1.118	243.4	270
EOG09263NXM	Complete	evm.model.scaffold_2.93	444.8	346
EOG09263OAE	Complete	evm.model.scaffold_2.175	296.8	264
EOG09263OCO	Complete	evm.model.scaffold_1.69	385.4	256
EOG09263OD3	Complete	evm.model.scaffold_3.14	231.8	187
EOG09263OQH	Complete	evm.model.scaffold_1.302	439.2	316
EOG09263OWL	Complete	evm.model.scaffold_1.60	235.1	176
EOG09263OXI	Complete	evm.model.scaffold_2.212	296.7	246
EOG09263OZR	Complete	evm.model.scaffold_3.67	179.5	537
EOG09263P17	Complete	evm.model.scaffold_1.266	126.3	95
EOG09263POH	Fragmented	evm.model.scaffold_3.132	323.3	206
EOG09263PWF	Complete	evm.model.scaffold_4.159	187.0	224
EOG09263PXH	Complete	evm.model.scaffold_4.77	406.4	261
EOG09263Q7N	Complete	evm.model.scaffold_3.87	278.7	208
EOG09263Q8J	Complete	evm.model.scaffold_4.45	439.1	239
EOG09263QB7	Complete	evm.model.scaffold_2.222	470.4	245
EOG09263QH4	Complete	evm.model.scaffold_3.213	375.9	229
EOG09263QPR	Complete	evm.model.scaffold_3.41	158.1	272
EOG09263QUM	Complete	evm.model.scaffold_2.110	285.8	269
EOG09263R4M	Complete	evm.model.scaffold_4.113	227.9	184
EOG09263R62	Complete	evm.model.scaffold_4.169	151.2	191
EOG09263RDD	Complete	evm.model.scaffold_1.16	283.2	213
EOG09263RF8	Complete	evm.model.scaffold_4.91	237.2	252
EOG09263ROQ	Missing
EOG09263RVR	Missing
EOG09263RW3	Complete	evm.model.scaffold_1.37	387.5	249
EOG09263RY2	Complete	evm.model.scaffold_3.236	90.7	87
EOG09263S1E	Complete	evm.model.scaffold_2.293	146.3	182
EOG09263S2P	Missing
EOG09263SFX	Complete	evm.model.scaffold_3.123	219.8	255
EOG09263SZM	Complete	evm.model.scaffold_3.34	313.6	229
EOG09263TQ5	Complete	evm.model.scaffold_1.280	399.9	256
EOG09263U08	Complete	evm.model.scaffold_4.212	141.4	269
EOG09263U71	Complete	evm.model.scaffold_2.280	110.1	120
EOG09263UAJ	Complete	evm.model.scaffold_1.44	386.7	310
EOG09263UCR	Complete	evm.model.scaffold_1.145	218.6	213
EOG09263ULA	Complete	evm.model.scaffold_2.263	359.3	287
EOG09263UN3	Complete	evm.model.scaffold_2.184	130.5	186
EOG09263UQF	Complete	evm.model.scaffold_1.298	184.5	168
EOG09263UWJ	Complete	evm.model.scaffold_2.171	248.0	234
EOG09263V60	Complete	evm.model.scaffold_1.148	177.0	169
EOG09263VOP	Missing
EOG09263W48	Missing
EOG09263W7L	Complete	evm.model.scaffold_3.216	257.4	218
EOG09263WB5	Complete	evm.model.scaffold_1.338	361.3	287
EOG09263WLB	Complete	evm.model.scaffold_1.136	276.2	191
EOG09263WM5	Complete	evm.model.scaffold_1.247	463.4	451
EOG09263WSS	Complete	evm.model.scaffold_1.181	296.0	182
EOG09263WWI	Missing
EOG09263WZ2	Complete	evm.model.scaffold_3.142	236.5	198
EOG09263X0V	Missing
EOG09263X1F	Complete	evm.model.scaffold_3.242	397.9	203
EOG09263X22	Complete	evm.model.scaffold_2.164	223.6	242
EOG09263X4B	Complete	evm.model.scaffold_1.256	263.9	201
EOG09263XN3	Missing
EOG09263XVS	Complete	evm.model.scaffold_1.55	227.2	225
EOG09263XZN	Complete	evm.model.scaffold_1.307	268.4	203
EOG09263Y3L	Complete	evm.model.scaffold_4.162	282.0	236
EOG09263YBT	Complete	evm.model.scaffold_1.244	250.0	202
EOG09263YFH	Complete	evm.model.scaffold_2.295	394.2	216
EOG09263YFX	Complete	evm.model.scaffold_2.255	325.0	221
EOG09263YUI	Complete	evm.model.scaffold_3.27	241.4	279
EOG09263Z41	Complete	evm.model.scaffold_1.32	234.0	235
EOG09263Z8I	Complete	evm.model.scaffold_3.32	270.7	181
EOG09263ZBF	Complete	evm.model.scaffold_2.273	405.6	233
EOG09263ZBJ	Complete	evm.model.scaffold_1.340	178.3	126
EOG09263ZSC	Complete	evm.model.scaffold_3.13	133.5	124
EOG09263ZW6	Missing
EOG0926400M	Complete	evm.model.scaffold_2.99	261.8	194
EOG0926407T	Complete	evm.model.scaffold_3.89	243.5	193
EOG092640BS	Complete	evm.model.scaffold_3.184	272.8	235
EOG092640ET	Missing
EOG092640IZ	Complete	evm.model.scaffold_4.76	299.3	211
EOG092640PR	Missing
EOG092640WA	Missing
EOG092640ZF	Complete	evm.model.scaffold_3.5	146.3	140
EOG0926419M	Complete	evm.model.scaffold_1.132	499.0	269
EOG092641A6	Complete	evm.model.scaffold_2.268	284.4	234
EOG092641G3	Complete	evm.model.scaffold_2.182	216.7	182
EOG092641K1	Complete	evm.model.scaffold_3.152	231.1	156
EOG092641M3	Complete	evm.model.scaffold_2.20	410.6	226
EOG092641UM	Complete	evm.model.scaffold_4.41	241.0	193
EOG0926420U	Missing
EOG0926423H	Fragmented	evm.model.scaffold_2.30	151.2	181
EOG0926425H	Complete	evm.model.scaffold_3.181	256.4	165
EOG09264272	Complete	evm.model.scaffold_1.46	236.2	196
EOG092642CB	Complete	evm.model.scaffold_2.249	273.8	200
EOG092642I5	Complete	evm.model.scaffold_4.168	187.6	186
EOG092642UD	Missing
EOG0926431P	Complete	evm.model.scaffold_2.133	250.9	204
EOG09264331	Missing
EOG0926436T	Complete	evm.model.scaffold_2.120	169.2	198
EOG09264398	Complete	evm.model.scaffold_3.205	266.7	209
